ejecucion,nodo,grado,etiqueta
6,155,104,0
6,156,110,1
6,157,102,1
6,158,102,0
6,159,102,1
6,160,112,1
6,161,104,1
6,162,102,1
6,163,104,1
6,164,112,1
6,165,104,1
6,166,112,1
6,167,104,1
6,168,102,0
6,169,104,1
6,170,104,1
7,0,124,1
7,1,124,1
7,2,124,1
7,3,124,1
7,4,124,1
7,5,124,1
7,6,112,1
7,7,124,1
7,8,112,1
7,9,110,1
7,10,112,1
7,11,112,1
7,12,124,1
7,13,124,1
7,14,124,1
7,15,124,1
7,16,112,1
7,17,110,1
7,18,112,1
7,19,124,1
7,20,110,1
7,21,110,1
7,22,110,1
7,23,124,1
7,24,112,1
7,25,110,1
7,26,112,1
7,27,124,1
7,28,112,1
7,29,124,1
7,30,112,1
7,31,110,1
7,32,112,1
7,33,112,1
7,34,124,1
7,35,112,1
7,36,124,1
7,37,112,1
7,38,110,1
7,39,112,1
7,40,112,1
7,41,112,1
7,42,104,1
7,43,112,1
7,44,104,1
7,45,102,1
7,46,104,1
7,47,104,1
7,48,124,1
7,49,112,1
7,50,110,1
7,51,112,1
7,52,112,1
7,53,104,1
7,54,102,1
7,55,104,1
7,56,110,1
7,57,102,1
7,58,102,1
7,59,102,1
7,60,112,1
7,61,104,1
7,62,102,1
7,63,104,1
7,64,112,1
7,65,104,1
7,66,112,1
7,67,104,1
7,68,102,1
7,69,104,1
7,70,104,1
7,71,124,1
7,72,124,1
7,73,124,1
7,74,124,1
7,75,112,1
7,76,110,1
7,77,112,1
7,78,124,1
7,79,110,1
7,80,110,1
7,81,110,1
7,82,124,1
7,83,112,1
7,84,110,1
7,85,112,1
7,86,124,1
7,87,112,1
7,88,110,1
7,89,112,1
7,90,112,1
7,91,104,1
7,92,102,1
7,93,104,1
7,94,110,1
7,95,102,1
7,96,102,1
7,97,102,1
7,98,112,1
7,99,104,1
7,100,102,1
7,101,104,1
7,102,124,1
7,103,110,1
7,104,110,1
7,105,110,1
7,106,110,1
7,107,102,1
7,108,102,1
7,109,102,1
7,110,110,1
7,111,102,1
7,112,102,1
7,113,102,1
7,114,110,1
7,115,102,1
7,116,102,1
7,117,102,1
7,118,124,1
7,119,112,1
7,120,110,1
7,121,112,1
7,122,112,1
7,123,104,1
7,124,102,1
7,125,104,1
7,126,110,1
7,127,102,1
7,128,102,1
7,129,102,0
7,130,112,1
7,131,104,1
7,132,102,1
7,133,104,1
7,134,124,1
7,135,112,1
7,136,124,1
7,137,112,1
7,138,110,1
7,139,112,1
7,140,112,1
7,141,112,1
7,142,104,1
7,143,112,1
7,144,104,1
7,145,102,1
7,146,104,1
7,147,104,1
7,148,124,1
7,149,112,1
7,150,110,1
7,151,112,1
7,152,112,1
7,153,104,1
7,154,102,1
7,155,104,0
7,156,110,1
7,157,102,1
7,158,102,1
7,159,102,0
7,160,112,1
7,161,104,1
7,162,102,1
7,163,104,0
7,164,112,1
7,165,104,1
7,166,112,0
7,167,104,1
7,168,102,1
7,169,104,0
7,170,104,1
8,0,124,1
8,1,124,1
8,2,124,1
8,3,124,1
8,4,124,1
8,5,124,1
8,6,112,1
8,7,124,1
8,8,112,1
8,9,110,1
8,10,112,1
8,11,112,1
8,12,124,1
8,13,124,1
8,14,124,1
8,15,124,1
8,16,112,1
8,17,110,1
8,18,112,1
8,19,124,1
8,20,110,1
8,21,110,1
8,22,110,1
8,23,124,1
8,24,112,1
8,25,110,1
8,26,112,1
8,27,124,1
8,28,112,1
8,29,124,1
8,30,112,1
8,31,110,1
8,32,112,1
8,33,112,1
8,34,124,1
8,35,112,1
8,36,124,1
8,37,112,1
8,38,110,1
8,39,112,1
8,40,112,1
8,41,112,1
8,42,104,1
8,43,112,1
8,44,104,1
8,45,102,1
8,46,104,1
8,47,104,1
8,48,124,1
8,49,112,1
8,50,110,1
8,51,112,1
8,52,112,1
8,53,104,1
8,54,102,1
8,55,104,1
8,56,110,1
8,57,102,1
8,58,102,1
8,59,102,1
8,60,112,1
8,61,104,1
8,62,102,1
8,63,104,1
8,64,112,1
8,65,104,1
8,66,112,1
8,67,104,1
8,68,102,1
8,69,104,1
8,70,104,1
8,71,124,1
8,72,124,1
8,73,124,1
8,74,124,1
8,75,112,1
8,76,110,1
8,77,112,1
8,78,124,1
8,79,110,1
8,80,110,1
8,81,110,1
8,82,124,1
8,83,112,1
8,84,110,1
8,85,112,1
8,86,124,1
8,87,112,1
8,88,110,1
8,89,112,1
8,90,112,1
8,91,104,1
8,92,102,1
8,93,104,1
8,94,110,1
8,95,102,1
8,96,102,1
8,97,102,1
8,98,112,1
8,99,104,1
8,100,102,1
8,101,104,1
8,102,124,1
8,103,110,1
8,104,110,1
8,105,110,1
8,106,110,1
8,107,102,1
8,108,102,1
8,109,102,1
8,110,110,1
8,111,102,1
8,112,102,1
8,113,102,1
8,114,110,1
8,115,102,1
8,116,102,1
8,117,102,1
8,118,124,1
8,119,112,1
8,120,110,1
8,121,112,1
8,122,112,1
8,123,104,1
8,124,102,1
8,125,104,1
8,126,110,1
8,127,102,1
8,128,102,1
8,129,102,1
8,130,112,1
8,131,104,1
8,132,102,1
8,133,104,1
8,134,124,1
8,135,112,1
8,136,124,1
8,137,112,1
8,138,110,1
8,139,112,1
8,140,112,1
8,141,112,1
8,142,104,1
8,143,112,1
8,144,104,0
8,145,102,0
8,146,104,1
8,147,104,0
8,148,124,1
8,149,112,1
8,150,110,1
8,151,112,1
8,152,112,1
8,153,104,1
8,154,102,1
8,155,104,1
8,156,110,1
8,157,102,0
8,158,102,0
8,159,102,1
8,160,112,1
8,161,104,0
8,162,102,0
8,163,104,1
8,164,112,1
8,165,104,1
8,166,112,1
8,167,104,1
8,168,102,1
8,169,104,1
8,170,104,1
9,0,124,1
9,1,124,1
9,2,124,1
9,3,124,1
9,4,124,1
9,5,124,1
9,6,112,1
9,7,124,1
9,8,112,1
9,9,110,1
9,10,112,1
9,11,112,1
9,12,124,1
9,13,124,1
9,14,124,1
9,15,124,1
9,16,112,1
9,17,110,1
9,18,112,1
9,19,124,1
9,20,110,1
9,21,110,1
9,22,110,1
9,23,124,1
9,24,112,1
9,25,110,1
9,26,112,1
9,27,124,1
9,28,112,1
9,29,124,1
9,30,112,1
9,31,110,1
9,32,112,1
9,33,112,1
9,34,124,1
9,35,112,1
9,36,124,1
9,37,112,1
9,38,110,1
9,39,112,1
9,40,112,1
9,41,112,1
9,42,104,1
9,43,112,1
9,44,104,1
9,45,102,1
9,46,104,1
9,47,104,1
9,48,124,1
9,49,112,1
9,50,110,1
9,51,112,1
9,52,112,1
9,53,104,1
9,54,102,1
9,55,104,1
9,56,110,1
9,57,102,1
9,58,102,1
9,59,102,1
9,60,112,1
9,61,104,1
9,62,102,1
9,63,104,1
9,64,112,1
9,65,104,1
9,66,112,1
9,67,104,1
9,68,102,1
9,69,104,1
9,70,104,1
9,71,124,1
9,72,124,1
9,73,124,1
9,74,124,1
9,75,112,1
9,76,110,1
9,77,112,1
9,78,124,1
9,79,110,1
9,80,110,1
9,81,110,1
9,82,124,1
9,83,112,1
9,84,110,1
9,85,112,1
9,86,124,1
9,87,112,1
9,88,110,1
9,89,112,1
9,90,112,1
9,91,104,1
9,92,102,1
9,93,104,1
9,94,110,1
9,95,102,1
9,96,102,1
9,97,102,1
9,98,112,1
9,99,104,1
9,100,102,1
9,101,104,1
9,102,124,1
9,103,110,1
9,104,110,1
9,105,110,1
9,106,110,1
9,107,102,1
9,108,102,1
9,109,102,1
9,110,110,1
9,111,102,1
9,112,102,1
9,113,102,1
9,114,110,1
9,115,102,1
9,116,102,1
9,117,102,0
9,118,124,1
9,119,112,1
9,120,110,1
9,121,112,1
9,122,112,1
9,123,104,1
9,124,102,1
9,125,104,1
9,126,110,1
9,127,102,1
9,128,102,0
9,129,102,1
9,130,112,1
9,131,104,1
9,132,102,1
9,133,104,1
9,134,124,1
9,135,112,1
9,136,124,1
9,137,112,1
9,138,110,1
9,139,112,1
9,140,112,1
9,141,112,1
9,142,104,1
9,143,112,1
9,144,104,1
9,145,102,1
9,146,104,1
9,147,104,1
9,148,124,1
9,149,112,1
9,150,110,1
9,151,112,1
9,152,112,1
9,153,104,1
9,154,102,1
9,155,104,1
9,156,110,1
9,157,102,1
9,158,102,0
9,159,102,1
9,160,112,1
9,161,104,1
9,162,102,0
9,163,104,0
9,164,112,1
9,165,104,1
9,166,112,1
9,167,104,1
9,168,102,1
9,169,104,0
9,170,104,0
10,0,124,1
10,1,124,1
10,2,124,1
10,3,124,1
10,4,124,1
10,5,124,1
10,6,112,1
10,7,124,1
10,8,112,1
10,9,110,1
10,10,112,1
10,11,112,1
10,12,124,1
10,13,124,1
10,14,124,1
10,15,124,1
10,16,112,1
10,17,110,1
10,18,112,1
10,19,124,1
10,20,110,1
10,21,110,1
10,22,110,1
10,23,124,1
10,24,112,1
10,25,110,1
10,26,112,1
10,27,124,1
10,28,112,1
10,29,124,1
10,30,112,1
10,31,110,1
10,32,112,1
10,33,112,1
10,34,124,1
